"Species_Class","Species","Class","Transect","Count","ID","Date","Site","Depth","Data recorded by"
"Other","Other",NA,"Transect_3",6,2,"June 11 2024","Test Site","30 m","Chantale"
"Other","Other",NA,"Transect_4",0,2,"June 11 2024","Test Site","30 m","Chantale"
"Other","Other",NA,"Transect_5",0,2,"June 11 2024","Test Site","30 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_2",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_4",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_5",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 20-40cm","Snappers","20-40cm","Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 20-40cm","Snappers","20-40cm","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 20-40cm","Snappers","20-40cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 20-40cm","Snappers","20-40cm","Transect_4",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 20-40cm","Snappers","20-40cm","Transect_5",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 40-60cm","Snappers","40-60cm","Transect_1",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 40-60cm","Snappers","40-60cm","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 40-60cm","Snappers","40-60cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 40-60cm","Snappers","40-60cm","Transect_4",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 40-60cm","Snappers","40-60cm","Transect_5",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 60-80cm","Snappers","60-80cm","Transect_1",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 60-80cm","Snappers","60-80cm","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 60-80cm","Snappers","60-80cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 60-80cm","Snappers","60-80cm","Transect_4",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 60-80cm","Snappers","60-80cm","Transect_5",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 0-20cm","Groupers","0-20cm","Transect_1",6,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 0-20cm","Groupers","0-20cm","Transect_2",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 0-20cm","Groupers","0-20cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 0-20cm","Groupers","0-20cm","Transect_4",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 0-20cm","Groupers","0-20cm","Transect_5",5,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 20-40cm","Groupers","20-40cm","Transect_1",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 20-40cm","Groupers","20-40cm","Transect_2",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 20-40cm","Groupers","20-40cm","Transect_3",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 20-40cm","Groupers","20-40cm","Transect_4",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 20-40cm","Groupers","20-40cm","Transect_5",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 40-60cm","Groupers","40-60cm","Transect_1",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 40-60cm","Groupers","40-60cm","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 40-60cm","Groupers","40-60cm","Transect_3",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 40-60cm","Groupers","40-60cm","Transect_4",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers 40-60cm","Groupers","40-60cm","Transect_5",5,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers >60 cm","Groupers",">60","Transect_1",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers >60 cm","Groupers",">60","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers >60 cm","Groupers",">60","Transect_3",5,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers >60 cm","Groupers",">60","Transect_4",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Groupers >60 cm","Groupers",">60","Transect_5",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_1",6,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_2",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_4",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_5",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_1",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_2",9,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_3",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_4",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_5",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_1",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_2",7,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_3",5,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_4",6,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_5",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish >60 cm","Parrotfish",">60","Transect_1",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish >60 cm","Parrotfish",">60","Transect_2",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish >60 cm","Parrotfish",">60","Transect_3",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish >60 cm","Parrotfish",">60","Transect_4",5,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Parrotfish >60 cm","Parrotfish",">60","Transect_5",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_2",10,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_3",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_4",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_5",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_2",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_3",9,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_4",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_5",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_2",3,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_3",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_4",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_5",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_1",4,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_2",7,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_3",2,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_4",8,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_5",7,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Other","Other",NA,"Transect_1",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Other","Other",NA,"Transect_2",1,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Other","Other",NA,"Transect_3",6,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Other","Other",NA,"Transect_4",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Other","Other",NA,"Transect_5",0,3,"June 11 2024","Test Site 2","15 m","Chantale"
"Snappers 0-20cm","Snappers","0-20cm","Transect_1",15,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 0-20cm","Snappers","0-20cm","Transect_2",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 0-20cm","Snappers","0-20cm","Transect_3",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 0-20cm","Snappers","0-20cm","Transect_4",6,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 0-20cm","Snappers","0-20cm","Transect_5",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 20-40cm","Snappers","20-40cm","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 20-40cm","Snappers","20-40cm","Transect_2",23,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 20-40cm","Snappers","20-40cm","Transect_3",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 20-40cm","Snappers","20-40cm","Transect_4",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 20-40cm","Snappers","20-40cm","Transect_5",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 40-60cm","Snappers","40-60cm","Transect_1",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 40-60cm","Snappers","40-60cm","Transect_2",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 40-60cm","Snappers","40-60cm","Transect_3",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 40-60cm","Snappers","40-60cm","Transect_4",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 40-60cm","Snappers","40-60cm","Transect_5",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 60-80cm","Snappers","60-80cm","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 60-80cm","Snappers","60-80cm","Transect_2",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 60-80cm","Snappers","60-80cm","Transect_3",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 60-80cm","Snappers","60-80cm","Transect_4",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Snappers 60-80cm","Snappers","60-80cm","Transect_5",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 0-20cm","Groupers","0-20cm","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 0-20cm","Groupers","0-20cm","Transect_2",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 0-20cm","Groupers","0-20cm","Transect_3",10,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 0-20cm","Groupers","0-20cm","Transect_4",8,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 0-20cm","Groupers","0-20cm","Transect_5",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 20-40cm","Groupers","20-40cm","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 20-40cm","Groupers","20-40cm","Transect_2",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 20-40cm","Groupers","20-40cm","Transect_3",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 20-40cm","Groupers","20-40cm","Transect_4",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 20-40cm","Groupers","20-40cm","Transect_5",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 40-60cm","Groupers","40-60cm","Transect_1",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 40-60cm","Groupers","40-60cm","Transect_2",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 40-60cm","Groupers","40-60cm","Transect_3",6,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 40-60cm","Groupers","40-60cm","Transect_4",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers 40-60cm","Groupers","40-60cm","Transect_5",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers >60 cm","Groupers",">60","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers >60 cm","Groupers",">60","Transect_2",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers >60 cm","Groupers",">60","Transect_3",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers >60 cm","Groupers",">60","Transect_4",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Groupers >60 cm","Groupers",">60","Transect_5",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_1",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_2",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_3",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_4",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 0-20cm","Parrotfish","0-20cm","Transect_5",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_1",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_2",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_3",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_4",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 20-40cm","Parrotfish","20-40cm","Transect_5",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_1",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_2",7,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_3",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_4",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish 40-60cm","Parrotfish","40-60cm","Transect_5",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish >60 cm","Parrotfish",">60","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish >60 cm","Parrotfish",">60","Transect_2",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish >60 cm","Parrotfish",">60","Transect_3",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish >60 cm","Parrotfish",">60","Transect_4",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Parrotfish >60 cm","Parrotfish",">60","Transect_5",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_1",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_2",10,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_3",8,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_4",8,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 0-10cm","Surgeonfish","0-10cm","Transect_5",8,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_1",5,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_2",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_3",9,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_4",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 10-20cm","Surgeonfish","10-20cm","Transect_5",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_1",12,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_2",3,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_3",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_4",1,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish 20-30cm","Surgeonfish","20-30cm","Transect_5",8,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_1",4,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_2",14,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_3",2,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_4",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Surgeonfish >30 cm","Surgeonfish",">30","Transect_5",7,4,"June 8 2024","Test Site","15 m","Noelle"
"Other","Other",NA,"Transect_1",NA,4,"June 8 2024","Test Site","15 m","Noelle"
"Other","Other",NA,"Transect_2",NA,4,"June 8 2024","Test Site","15 m","Noelle"
"Other","Other",NA,"Transect_3",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Other","Other",NA,"Transect_4",0,4,"June 8 2024","Test Site","15 m","Noelle"
"Other","Other",NA,"Transect_5",0,4,"June 8 2024","Test Site","15 m","Noelle"
